"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1222268439722631179","https://twitter.com/ShrutiTurner/status/1222268439722631179","@chelseanguyen__ @AcademicChatter CONGRATULATIONS! Don't expect too much from yourself too soon. Research takes time, figuring out what your research is going to be takes time, reading takes time, having a productive output to show takes time. Everything takes time. You got this, you deserve to be there, enjoy :)","2020-01-28 21:21 +0000","191.0","14.0","0.07329842931937172","0.0","1.0","4.0","8.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1222202597278461953","https://twitter.com/ShrutiTurner/status/1222202597278461953","@OpenAcademics I went with classic disney rather than Helena Bonam-Carter. It was a tough decision!","2020-01-28 16:59 +0000","307.0","3.0","0.009771986970684038","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1222196273014628354","https://twitter.com/ShrutiTurner/status/1222196273014628354","@OpenAcademics The Queen of Hearts from Alice in Wonderland. She is pretty angry when things don't go her way but can be tamed with the right environment. Basically she likes to be in control (in my interpretation)","2020-01-28 16:34 +0000","157.0","1.0","0.006369426751592357","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1222123936714043393","https://twitter.com/ShrutiTurner/status/1222123936714043393","@FryRsquared @nationalgriduk 11am, time to put the Christmas Turkey in the oven?","2020-01-28 11:47 +0000","202.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1222123281093931008","https://twitter.com/ShrutiTurner/status/1222123281093931008","I love that this thread is full of graphs and data and interesting facts :) #data #datascience https://t.co/pPeM2NzeJB","2020-01-28 11:44 +0000","250.0","1.0","0.004","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1222121262388039687","https://twitter.com/ShrutiTurner/status/1222121262388039687","@maria_papathan @AcademicChatter 💯% agree, I keep this in mind when I'm marking or someone asks me to read over an abstract/paper. The reader should see a pointer of what to think about to make improvements. I feel constructive feedback needs to help build a person up, not tear them down.","2020-01-28 11:36 +0000","141.0","4.0","0.028368794326241134","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1222095282600599565","https://twitter.com/ShrutiTurner/status/1222095282600599565","@OpenAcademics https://t.co/wFobKlpcns","2020-01-28 09:53 +0000","152.0","4.0","0.02631578947368421","0.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","29","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1221779080162488323","https://twitter.com/ShrutiTurner/status/1221779080162488323","@LegsDixon https://t.co/27qBrEanRF","2020-01-27 12:56 +0000","79.0","4.0","0.05063291139240506","0.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","10","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1221766697339838465","https://twitter.com/ShrutiTurner/status/1221766697339838465","@LegsDixon That seems a bit sinister for a grey, London data day! Could be a good opportunity to brush up on your German skills? Haha  Have you managed to recover your spreadsheet?","2020-01-27 12:07 +0000","118.0","3.0","0.025423728813559324","0.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1221765507738677250","https://twitter.com/ShrutiTurner/status/1221765507738677250","What do you have on in the background when you're doing data processing/waiting for code to run? Currently watching the ER boxset from the beginning. It brings me some joy in the nail-biting wait to see if I have any errors. #code #research #data #phdlife #AcademicChatter https://t.co/YvuaPWxsN4","2020-01-27 12:02 +0000","375.0","2.0","0.005333333333333333","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","63","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1221749764896837632","https://twitter.com/ShrutiTurner/status/1221749764896837632","@LegsDixon The moment you pray Ctrl+Z goes back enough to fix it!","2020-01-27 11:00 +0000","132.0","4.0","0.030303030303030304","0.0","1.0","0.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1221718706948071425","https://twitter.com/ShrutiTurner/status/1221718706948071425","@erinkburrell @OpenAcademics @AcademicChatter This is super nice. We always hear about complaints/problems, but rarely get a pick me up for the good we've done. This is such a lovely idea :)","2020-01-27 08:56 +0000","97.0","1.0","0.010309278350515464","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1221125196167467008","https://twitter.com/ShrutiTurner/status/1221125196167467008","@BethEyre3 @AcademicChatter I wanted to do a PhD because I wanted to immerse myself in a topic area I am passionate about and keep learning without the high costs, also I thought I wanted a career in academia and this was the way to do it.","2020-01-25 17:38 +0000","165.0","4.0","0.024242424242424242","0.0","0.0","3.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1221060652187471873","https://twitter.com/ShrutiTurner/status/1221060652187471873","@magicphddragon @MonicaMalta7 @OpenAcademics I feel like with the technological advances over the years, we should have a solution to poor fitting sockets. Obviously, a complex issue but so much in this world is possible, I feel this must be with enough focus.","2020-01-25 13:22 +0000","96.0","2.0","0.020833333333333332","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1221031146248724483","https://twitter.com/ShrutiTurner/status/1221031146248724483","@_Daniel_Cox_ @AcademicChatter When this happens to me, it is a combo of forgetting why I'm doing it and/or burnout/mental health related. For the first, I find some form of public engagement forces me to remember why I do what I do. For the latter have a true break, time to switch off and do something for you","2020-01-25 11:24 +0000","338.0","6.0","0.01775147928994083","0.0","0.0","2.0","1.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1220983291198758918","https://twitter.com/ShrutiTurner/status/1220983291198758918","@magicphddragon @MonicaMalta7 @OpenAcademics Thanks! I'm using pressure sensors inside the socket to give an quantitative idea of what's happening at the interface. The aim is to reduce pressure sores and skin breakdown. What was your work with amputees? :)","2020-01-25 08:14 +0000","112.0","3.0","0.026785714285714284","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
